From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
CD79A,P11912,reviewed,CD79A_HUMAN,B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a),CD79A IGA MB1,Homo sapiens (Human),226
CD79B,P40259,reviewed,CD79B_HUMAN,B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b),CD79B B29 IGB,Homo sapiens (Human),229
CDC73,Q6P1J9,reviewed,CDC73_HUMAN,Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein),CDC73 C1orf28 HRPT2,Homo sapiens (Human),531
CDH1,P12830,reviewed,CADH1_HUMAN,"Cadherin-1 (CAM 120/80) (Epithelial cadherin, E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3 ]",CDH1 CDHE UVO,Homo sapiens (Human),882
CDH10,Q9Y6N8,reviewed,CAD10_HUMAN,Cadherin-10 (T2-cadherin),CDH10,Homo sapiens (Human),788
CDH11,P55287,reviewed,CAD11_HUMAN,"Cadherin-11 (OSF-4) (Osteoblast cadherin, OB-cadherin)",CDH11,Homo sapiens (Human),796
CDH17,Q12864,reviewed,CAD17_HUMAN,"Cadherin-17 (Intestinal peptide-associated transporter HPT-1) (Liver-intestine cadherin, LI-cadherin)",CDH17,Homo sapiens (Human),832
CDK12,Q9NYV4,reviewed,CDK12_HUMAN,"Cyclin-dependent kinase 12, EC 2.7.11.22, EC 2.7.11.23 (Cdc2-related kinase, arginine/serine-rich, CrkRS) (Cell division cycle 2-related protein kinase 7, CDC2-related protein kinase 7) (Cell division protein kinase 12, hCDK12)",CDK12 CRK7 CRKRS KIAA0904,Homo sapiens (Human),1490
CDK4,P11802,reviewed,CDK4_HUMAN,"Cyclin-dependent kinase 4, EC 2.7.11.22 (Cell division protein kinase 4) (PSK-J3)",CDK4,Homo sapiens (Human),303
CDK6,Q00534,reviewed,CDK6_HUMAN,"Cyclin-dependent kinase 6, EC 2.7.11.22 (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)",CDK6 CDKN6,Homo sapiens (Human),326
CDKN1A,P38936,reviewed,CDN1A_HUMAN,"Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6, MDA-6) (p21)",CDKN1A CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1,Homo sapiens (Human),164
CDKN1B,P46527,reviewed,CDN1B_HUMAN,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1),CDKN1B KIP1 p27,Homo sapiens (Human),198
CDKN2A,P42771,reviewed,CDN2A_HUMAN,"Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A, CDK4I) (Multiple tumor suppressor 1, MTS-1) (p16-INK4a, p16-INK4, p16INK4A)",CDKN2A CDKN2 MTS1,Homo sapiens (Human),156
CDKN2C,P42773,reviewed,CDN2C_HUMAN,Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6),CDKN2C CDKN6,Homo sapiens (Human),168
CDX2,Q99626,reviewed,CDX2_HUMAN,Homeobox protein CDX-2 (CDX-3) (Caudal-type homeobox protein 2),CDX2 CDX3,Homo sapiens (Human),313
CEBPA,P49715,reviewed,CEBPA_HUMAN,"CCAAT/enhancer-binding protein alpha, C/EBP alpha",CEBPA CEBP,Homo sapiens (Human),358
CEP89,Q96ST8,reviewed,CEP89_HUMAN,"Centrosomal protein of 89 kDa, Cep89 (Centrosomal protein 123, Cep123) (Coiled-coil domain-containing protein 123)",CEP89 CCDC123,Homo sapiens (Human),783
CHCHD7,Q9BUK0,reviewed,CHCH7_HUMAN,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,CHCHD7,Homo sapiens (Human),85
CHD2,O14647,reviewed,CHD2_HUMAN,"Chromodomain-helicase-DNA-binding protein 2, CHD-2, EC 3.6.4.12 (ATP-dependent helicase CHD2)",CHD2,Homo sapiens (Human),1828
CHD4,Q14839,reviewed,CHD4_HUMAN,"Chromodomain-helicase-DNA-binding protein 4, CHD-4, EC 3.6.4.12 (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta)",CHD4,Homo sapiens (Human),1912
CHEK2,O96017,reviewed,CHK2_HUMAN,"Serine/threonine-protein kinase Chk2, EC 2.7.11.1 (CHK2 checkpoint homolog) (Cds1 homolog, Hucds1, hCds1) (Checkpoint kinase 2)",CHEK2 CDS1 CHK2 RAD53,Homo sapiens (Human),543
CHIC2,Q9UKJ5,reviewed,CHIC2_HUMAN,Cysteine-rich hydrophobic domain-containing protein 2 (BrX-like translocated in leukemia),CHIC2 BTL,Homo sapiens (Human),165
CHST11,Q9NPF2,reviewed,CHSTB_HUMAN,"Carbohydrate sulfotransferase 11, EC 2.8.2.5 (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1, C4S-1, C4ST-1, C4ST1)",CHST11,Homo sapiens (Human),352
CIC,Q96RK0,reviewed,CIC_HUMAN,Protein capicua homolog,CIC KIAA0306,Homo sapiens (Human),1608
CIITA,P33076,reviewed,C2TA_HUMAN,"MHC class II transactivator, CIITA, EC 2.3.1.-, EC 2.7.11.1",CIITA MHC2TA,Homo sapiens (Human),1130
CLIP1,P30622,reviewed,CLIP1_HUMAN,"CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 1) (Cytoplasmic linker protein 170 alpha-2, CLIP-170) (Reed-Sternberg intermediate filament-associated protein) (Restin)",CLIP1 CYLN1 RSN,Homo sapiens (Human),1438
CLP1,O94992,reviewed,HEXI1_HUMAN,Protein HEXIM1 (Cardiac lineage protein 1) (Estrogen down-regulated gene 1 protein) (Hexamethylene bis-acetamide-inducible protein 1) (Menage a quatre protein 1),HEXIM1 CLP1 EDG1 HIS1 MAQ1,Homo sapiens (Human),359
CLTC,Q00610,reviewed,CLH1_HUMAN,"Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17, CLH-17)",CLTC CLH17 CLTCL2 KIAA0034,Homo sapiens (Human),1675
CLTCL1,P53675,reviewed,CLH2_HUMAN,"Clathrin heavy chain 2 (Clathrin heavy chain on chromosome 22, CLH-22)",CLTCL1 CLH22 CLTCL CLTD,Homo sapiens (Human),1640
CNBD1,Q8NA66,reviewed,CNBD1_HUMAN,Cyclic nucleotide-binding domain-containing protein 1,CNBD1,Homo sapiens (Human),436
CNBP,P62633,reviewed,CNBP_HUMAN,"CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein, CNBP) (Zinc finger protein 9)",CNBP RNF163 ZNF9,Homo sapiens (Human),177
CNOT3,O75175,reviewed,CNOT3_HUMAN,CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2),CNOT3 KIAA0691 LENG2 NOT3,Homo sapiens (Human),753
CNTNAP2,Q9UHC6,reviewed,CNTP2_HUMAN,Contactin-associated protein-like 2 (Cell recognition molecule Caspr2),CNTNAP2 CASPR2 KIAA0868,Homo sapiens (Human),1331
CNTRL,Q7Z7A1,reviewed,CNTRL_HUMAN,"Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa, Cep110)",CNTRL CEP1 CEP110,Homo sapiens (Human),2325
COL1A1,P02452,reviewed,CO1A1_HUMAN,Collagen alpha-1(I) chain (Alpha-1 type I collagen),COL1A1,Homo sapiens (Human),1464
COL2A1,P02458,reviewed,CO2A1_HUMAN,Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin ],COL2A1,Homo sapiens (Human),1487
COL3A1,P02461,reviewed,CO3A1_HUMAN,Collagen alpha-1(III) chain,COL3A1,Homo sapiens (Human),1466
COX6C,P09669,reviewed,COX6C_HUMAN,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,Homo sapiens (Human),75
CPEB3,Q8NE35,reviewed,CPEB3_HUMAN,"Cytoplasmic polyadenylation element-binding protein 3, CPE-BP3, CPE-binding protein 3, hCPEB-3",CPEB3 KIAA0940,Homo sapiens (Human),698
CREB1,P16220,reviewed,CREB1_HUMAN,"Cyclic AMP-responsive element-binding protein 1, CREB-1, cAMP-responsive element-binding protein 1",CREB1,Homo sapiens (Human),327
CREB3L1,Q96BA8,reviewed,CR3L1_HUMAN,"Cyclic AMP-responsive element-binding protein 3-like protein 1, cAMP-responsive element-binding protein 3-like protein 1 (Old astrocyte specifically-induced substance, OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1 ]",CREB3L1 OASIS PSEC0238,Homo sapiens (Human),519
CREB3L2,Q70SY1,reviewed,CR3L2_HUMAN,"Cyclic AMP-responsive element-binding protein 3-like protein 2, cAMP-responsive element-binding protein 3-like protein 2 (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2 ]",CREB3L2 BBF2H7,Homo sapiens (Human),520
CREBBP,Q92793,reviewed,CBP_HUMAN,"CREB-binding protein (Histone lysine acetyltransferase CREBBP, EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP, EC 2.3.1.-)",CREBBP CBP,Homo sapiens (Human),2442
CRLF2,Q9HC73,reviewed,CRLF2_HUMAN,"Cytokine receptor-like factor 2 (Cytokine receptor-like 2) (IL-XR) (Thymic stromal lymphopoietin protein receptor, TSLP receptor)",CRLF2 CRL2 ILXR TSLPR,Homo sapiens (Human),371
CRNKL1,Q9BZJ0,reviewed,CRNL1_HUMAN,"Crooked neck-like protein 1 (Crooked neck homolog, hCrn)",CRNKL1 CRN CGI-201 MSTP021,Homo sapiens (Human),848
CRTC1,Q6UUV9,reviewed,CRTC1_HUMAN,"CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1) (Transducer of regulated cAMP response element-binding protein 1, TORC-1, Transducer of CREB protein 1)",CRTC1 KIAA0616 MECT1 TORC1 WAMTP1,Homo sapiens (Human),634
CRTC3,Q6UUV7,reviewed,CRTC3_HUMAN,"CREB-regulated transcription coactivator 3 (Transducer of regulated cAMP response element-binding protein 3, TORC-3, Transducer of CREB protein 3)",CRTC3 TORC3,Homo sapiens (Human),619
CSF1R,P07333,reviewed,CSF1R_HUMAN,"Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor, CSF-1-R, CSF-1R, M-CSF-R, EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115)",CSF1R FMS,Homo sapiens (Human),972
CSF3R,Q99062,reviewed,CSF3R_HUMAN,"Granulocyte colony-stimulating factor receptor, G-CSF receptor, G-CSF-R (CD antigen CD114)",CSF3R GCSFR,Homo sapiens (Human),836
CSMD3,Q7Z407,reviewed,CSMD3_HUMAN,CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3),CSMD3 KIAA1894,Homo sapiens (Human),3707
CTCF,P49711,reviewed,CTCF_HUMAN,Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog),CTCF,Homo sapiens (Human),727
CTNNA1,P35221,reviewed,CTNA1_HUMAN,Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13),CTNNA1,Homo sapiens (Human),906
CTNNA2,P26232,reviewed,CTNA2_HUMAN,Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein),CTNNA2 CAPR,Homo sapiens (Human),953
CTNNB1,P35222,reviewed,CTNB1_HUMAN,Catenin beta-1 (Beta-catenin),CTNNB1 CTNNB OK/SW-cl.35 PRO2286,Homo sapiens (Human),781
CTNND1,O60716,reviewed,CTND1_HUMAN,"Catenin delta-1 (Cadherin-associated Src substrate, CAS) (p120 catenin, p120(ctn)) (p120(cas))",CTNND1 KIAA0384,Homo sapiens (Human),968
CTNND2,Q9UQB3,reviewed,CTND2_HUMAN,"Catenin delta-2 (Delta-catenin) (GT24) (Neural plakophilin-related ARM-repeat protein, NPRAP) (Neurojungin)",CTNND2 NPRAP,Homo sapiens (Human),1225
CUL3,Q13618,reviewed,CUL3_HUMAN,"Cullin-3, CUL-3",CUL3 KIAA0617,Homo sapiens (Human),768
CUX1,P39880,reviewed,CUX1_HUMAN,"Homeobox protein cut-like 1 (CCAAT displacement protein, CDP) (CDP/Cux p200) (Homeobox protein cux-1) [Cleaved into: CDP/Cux p110 ]",CUX1 CUTL1,Homo sapiens (Human),1505
CXCR4,P61073,reviewed,CXCR4_HUMAN,"C-X-C chemokine receptor type 4, CXC-R4, CXCR-4 (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor, LESTR) (Lipopolysaccharide-associated protein 3, LAP-3, LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor, SDF-1 receptor) (CD antigen CD184)",CXCR4,Homo sapiens (Human),352
CYLD,Q9NQC7,reviewed,CYLD_HUMAN,"Ubiquitin carboxyl-terminal hydrolase CYLD, EC 3.4.19.12 (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD)",CYLD CYLD1 KIAA0849 HSPC057,Homo sapiens (Human),956
CYP2C8,P10632,reviewed,CP2C8_HUMAN,"Cytochrome P450 2C8, EC 1.14.14.1 (CYPIIC8) (Cytochrome P450 IIC2) (Cytochrome P450 MP-12) (Cytochrome P450 MP-20) (Cytochrome P450 form 1) (S-mephenytoin 4-hydroxylase)",CYP2C8,Homo sapiens (Human),490
CYSLTR2,Q9NS75,reviewed,CLTR2_HUMAN,"Cysteinyl leukotriene receptor 2, CysLTR2 (G-protein coupled receptor GPCR21, hGPCR21) (G-protein coupled receptor HG57) (HPN321)",CYSLTR2 CYSLT2 CYSLT2R PSEC0146,Homo sapiens (Human),346
DAXX,Q9UER7,reviewed,DAXX_HUMAN,"Death domain-associated protein 6 (Daxx, hDaxx) (ETS1-associated protein 1, EAP1) (Fas death domain-associated protein)",DAXX BING2 DAP6,Homo sapiens (Human),740
DCAF12L2,Q5VW00,reviewed,DC122_HUMAN,DDB1- and CUL4-associated factor 12-like protein 2 (WD repeat-containing protein 40C),DCAF12L2 WDR40C,Homo sapiens (Human),463
DCC,P43146,reviewed,DCC_HUMAN,Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC),DCC IGDCC1,Homo sapiens (Human),1447
DCTN1,Q14203,reviewed,DCTN1_HUMAN,"Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150, DP-150) (p135) (p150-glued)",DCTN1,Homo sapiens (Human),1278
DDB2,Q92466,reviewed,DDB2_HUMAN,"DNA damage-binding protein 2 (DDB p48 subunit, DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2, UV-DDB 2)",DDB2,Homo sapiens (Human),427
DDIT3,P0DPQ6,reviewed,DT3UO_HUMAN,"DDIT3 upstream open reading frame protein (Alternative DDIT3 protein, AltDDIT3)",DDIT3,Homo sapiens (Human),34
DDR2,Q16832,reviewed,DDR2_HUMAN,"Discoidin domain-containing receptor 2, Discoidin domain receptor 2, EC 2.7.10.1 (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",DDR2 NTRKR3 TKT TYRO10,Homo sapiens (Human),855
DDX10,Q13206,reviewed,DDX10_HUMAN,"Probable ATP-dependent RNA helicase DDX10, EC 3.6.4.13 (DEAD box protein 10)",DDX10,Homo sapiens (Human),875
DDX3X,O00571,reviewed,DDX3X_HUMAN,"ATP-dependent RNA helicase DDX3X, EC 3.6.4.13 (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform, DBX) (Helicase-like protein 2, HLP2)",DDX3X DBX DDX3,Homo sapiens (Human),662
DDX5,P17844,reviewed,DDX5_HUMAN,"Probable ATP-dependent RNA helicase DDX5, EC 3.6.4.13 (DEAD box protein 5) (RNA helicase p68)",DDX5 G17P1 HELR HLR1,Homo sapiens (Human),614
DDX6,P26196,reviewed,DDX6_HUMAN,"Probable ATP-dependent RNA helicase DDX6, EC 3.6.4.13 (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)",DDX6 HLR2 RCK,Homo sapiens (Human),483
DEK,P35659,reviewed,DEK_HUMAN,Protein DEK,DEK,Homo sapiens (Human),375
DGCR8,Q8WYQ5,reviewed,DGCR8_HUMAN,Microprocessor complex subunit DGCR8 (DiGeorge syndrome critical region 8),DGCR8 C22orf12 DGCRK6 LP4941,Homo sapiens (Human),773
DICER1,Q9UPY3,reviewed,DICER_HUMAN,"Endoribonuclease Dicer, EC 3.1.26.3 (Helicase with RNase motif, Helicase MOI)",DICER1 DICER HERNA KIAA0928,Homo sapiens (Human),1922
DNAJB1,P25685,reviewed,DNJB1_HUMAN,"DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1, HSP40, Heat shock protein 40) (Human DnaJ protein 1, hDj-1)",DNAJB1 DNAJ1 HDJ1 HSPF1,Homo sapiens (Human),340
DNM2,P50570,reviewed,DYN2_HUMAN,"Dynamin-2, EC 3.6.5.5",DNM2 DYN2,Homo sapiens (Human),870
DNMT3A,Q9Y6K1,reviewed,DNM3A_HUMAN,"DNA (cytosine-5)-methyltransferase 3A, Dnmt3a, EC 2.1.1.37 (Cysteine methyltransferase DNMT3A, EC 2.1.1.-) (DNA methyltransferase HsaIIIA, DNA MTase HsaIIIA, M.HsaIIIA)",DNMT3A,Homo sapiens (Human),912
DROSHA,Q9NRR4,reviewed,RNC_HUMAN,"Ribonuclease 3, EC 3.1.26.3 (Protein Drosha) (Ribonuclease III, RNase III) (p241)",DROSHA RN3 RNASE3L RNASEN,Homo sapiens (Human),1374
EBF1,Q9UH73,reviewed,COE1_HUMAN,"Transcription factor COE1, O/E-1, OE-1 (Early B-cell factor)",EBF1 COE1 EBF,Homo sapiens (Human),591
ECT2L,Q008S8,reviewed,ECT2L_HUMAN,Epithelial cell-transforming sequence 2 oncogene-like (Lung-specific F-box and DH domain-containing protein) (Putative guanine nucleotide exchange factor LFDH),ECT2L C6orf91 LFDH,Homo sapiens (Human),904
EED,O75530,reviewed,EED_HUMAN,"Polycomb protein EED, hEED (Embryonic ectoderm development protein) (WD protein associating with integrin cytoplasmic tails 1, WAIT-1)",EED,Homo sapiens (Human),441
EGFR,P00533,reviewed,EGFR_HUMAN,"Epidermal growth factor receptor, EC 2.7.10.1 (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)",EGFR ERBB ERBB1 HER1,Homo sapiens (Human),1210
EIF1AX,P47813,reviewed,IF1AX_HUMAN,"Eukaryotic translation initiation factor 1A, X-chromosomal, eIF-1A X isoform (Eukaryotic translation initiation factor 4C, eIF-4C)",EIF1AX EIF1A EIF4C,Homo sapiens (Human),144
EIF3E,P60228,reviewed,EIF3E_HUMAN,"Eukaryotic translation initiation factor 3 subunit E, eIF3e (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)",EIF3E EIF3S6 INT6,Homo sapiens (Human),445
EIF4A2,Q14240,reviewed,IF4A2_HUMAN,"Eukaryotic initiation factor 4A-II, eIF-4A-II, eIF4A-II, EC 3.6.4.13 (ATP-dependent RNA helicase eIF4A-2)",EIF4A2 DDX2B EIF4F,Homo sapiens (Human),407
ELF3,P78545,reviewed,ELF3_HUMAN,"ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1, ESE-1)",ELF3 ERT ESX JEN,Homo sapiens (Human),371
ELF4,Q99607,reviewed,ELF4_HUMAN,ETS-related transcription factor Elf-4 (E74-like factor 4) (Myeloid Elf-1-like factor),ELF4 ELFR MEF,Homo sapiens (Human),663
ELK4,P28324,reviewed,ELK4_HUMAN,"ETS domain-containing protein Elk-4 (Serum response factor accessory protein 1, SAP-1, SRF accessory protein 1)",ELK4 SAP1,Homo sapiens (Human),431
ELL,P55199,reviewed,ELL_HUMAN,RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein),ELL C19orf17,Homo sapiens (Human),621
ELN,P15502,reviewed,ELN_HUMAN,Elastin (Tropoelastin),ELN,Homo sapiens (Human),786
EML4,Q9HC35,reviewed,EMAL4_HUMAN,"Echinoderm microtubule-associated protein-like 4, EMAP-4 (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)",EML4 C2orf2 EMAPL4,Homo sapiens (Human),981
EP300,Q09472,reviewed,EP300_HUMAN,"Histone acetyltransferase p300, p300 HAT, EC 2.3.1.48 (E1A-associated protein p300) (Histone butyryltransferase p300, EC 2.3.1.-) (Histone crotonyltransferase p300, EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300, EC 2.3.1.-) (Protein lactyltransferas p300, EC 2.3.1.-) (Protein propionyltransferase p300, EC 2.3.1.-)",EP300 P300,Homo sapiens (Human),2414
EPAS1,Q99814,reviewed,EPAS1_HUMAN,"Endothelial PAS domain-containing protein 1, EPAS-1 (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73, bHLHe73) (HIF-1-alpha-like factor, HLF) (Hypoxia-inducible factor 2-alpha, HIF-2-alpha, HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)",EPAS1 BHLHE73 HIF2A MOP2 PASD2,Homo sapiens (Human),870
EPHA3,P29320,reviewed,EPHA3_HUMAN,"Ephrin type-A receptor 3, EC 2.7.10.1 (EPH-like kinase 4, EK4, hEK4) (HEK, Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1, Eph-like tyrosine kinase 1)",EPHA3 ETK ETK1 HEK TYRO4,Homo sapiens (Human),983
EPHA7,Q15375,reviewed,EPHA7_HUMAN,"Ephrin type-A receptor 7, EC 2.7.10.1 (EPH homology kinase 3, EHK-3) (EPH-like kinase 11, EK11, hEK11)",EPHA7 EHK3 HEK11,Homo sapiens (Human),998
EPS15,P42566,reviewed,EPS15_HUMAN,"Epidermal growth factor receptor substrate 15, Protein Eps15 (Protein AF-1p)",EPS15 AF1P,Homo sapiens (Human),896
ERBB2,P04626,reviewed,ERBB2_HUMAN,"Receptor tyrosine-protein kinase erbB-2, EC 2.7.10.1 (Metastatic lymph node gene 19 protein, MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340)",ERBB2 HER2 MLN19 NEU NGL,Homo sapiens (Human),1255
ERBB3,P21860,reviewed,ERBB3_HUMAN,"Receptor tyrosine-protein kinase erbB-3, EC 2.7.10.1 (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)",ERBB3 HER3,Homo sapiens (Human),1342
ERBB4,Q15303,reviewed,ERBB4_HUMAN,"Receptor tyrosine-protein kinase erbB-4, EC 2.7.10.1 (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain, 4ICD, E4ICD (s80HER4) ]",ERBB4 HER4,Homo sapiens (Human),1308
ERC1,Q8IUD2,reviewed,RB6I2_HUMAN,"ELKS/Rab6-interacting/CAST family member 1, ERC-1 (Rab6-interacting protein 2)",ERC1 ELKS KIAA1081 RAB6IP2,Homo sapiens (Human),1116
ERCC2,P18074,reviewed,ERCC2_HUMAN,"General transcription and DNA repair factor IIH helicase subunit XPD, TFIIH subunit XPD, EC 3.6.4.12 (Basic transcription factor 2 80 kDa subunit, BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit, TFIIH 80 kDa subunit, TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)",ERCC2 XPD XPDC,Homo sapiens (Human),760
ERCC3,P19447,reviewed,ERCC3_HUMAN,"General transcription and DNA repair factor IIH helicase subunit XPB, TFIIH subunit XPB, EC 3.6.4.12 (Basic transcription factor 2 89 kDa subunit, BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit, TFIIH 89 kDa subunit, TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)",ERCC3 XPB XPBC,Homo sapiens (Human),782
ERCC4,Q92889,reviewed,XPF_HUMAN,"DNA repair endonuclease XPF, EC 3.1.-.- (DNA excision repair protein ERCC-4) (DNA repair protein complementing XP-F cells) (Xeroderma pigmentosum group F-complementing protein)",ERCC4 ERCC11 XPF,Homo sapiens (Human),916
ERCC5,P28715,reviewed,ERCC5_HUMAN,"DNA excision repair protein ERCC-5, EC 3.1.-.- (DNA repair protein complementing XP-G cells) (Xeroderma pigmentosum group G-complementing protein)",ERCC5 ERCM2 XPG XPGC,Homo sapiens (Human),1186
ERG,P11308,reviewed,ERG_HUMAN,Transcriptional regulator ERG (Transforming protein ERG),ERG,Homo sapiens (Human),479
ESR1,P03372,reviewed,ESR1_HUMAN,"Estrogen receptor, ER (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)",ESR1 ESR NR3A1,Homo sapiens (Human),595
ETNK1,Q9HBU6,reviewed,EKI1_HUMAN,"Ethanolamine kinase 1, EKI 1, EC 2.7.1.82",ETNK1 EKI1,Homo sapiens (Human),452
ETV1,P50549,reviewed,ETV1_HUMAN,ETS translocation variant 1 (Ets-related protein 81),ETV1 ER81,Homo sapiens (Human),477
ETV4,P43268,reviewed,ETV4_HUMAN,"ETS translocation variant 4 (Adenovirus E1A enhancer-binding protein) (E1A-F) (Polyomavirus enhancer activator 3 homolog, Protein PEA3)",ETV4 E1AF PEA3,Homo sapiens (Human),484
ETV5,P41161,reviewed,ETV5_HUMAN,ETS translocation variant 5 (Ets-related protein ERM),ETV5 ERM,Homo sapiens (Human),510
ETV6,P41212,reviewed,ETV6_HUMAN,"Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1, Tel)",ETV6 TEL TEL1,Homo sapiens (Human),452
EWSR1,Q01844,reviewed,EWS_HUMAN,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),EWSR1 EWS,Homo sapiens (Human),656
EXT1,Q16394,reviewed,EXT1_HUMAN,"Exostosin-1, EC 2.4.1.224, EC 2.4.1.225 (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1) (Putative tumor suppressor protein EXT1)",EXT1,Homo sapiens (Human),746
EXT2,Q93063,reviewed,EXT2_HUMAN,"Exostosin-2, EC 2.4.1.224, EC 2.4.1.225 (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2)",EXT2,Homo sapiens (Human),718
EZH2,Q15910,reviewed,EZH2_HUMAN,"Histone-lysine N-methyltransferase EZH2, EC 2.1.1.356 (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6)",EZH2 KMT6,Homo sapiens (Human),746
